sample,function,source,cosine_dist_to_real
"The manager noticed employees using company resources for personal needs.Look, use our assets only for authorized purposes.The company flourished as productivity increased with a culture of integrity.",DIR,synthetic,0.49976248
"A team of doctors performed life-saving surgery on a young girl. We did it, look! She's going to make a full recovery. The parents and medical staff celebrated together, feeling immense pride in their work. ",INTJ,synthetic,0.5314081
"She was frustrated by the lack of transparency in her company’s financial records.It’s look, perhaps we can advocate for more openness and regular access to such information — it will help us make informed decisions.With this newfound understanding, she became a valuable asset to the team.",DM,synthetic,0.5099668
"The doctor saw the patient ignoring physical therapy exercises.Look, attend every session and do the exercises consistently.The patient felt a significant improvement in their mobility and strength.",DIR,synthetic,0.6978688
"Two friends are discussing how to best support each other during challenging times. Look, open communication and honesty help us understand what our friend needs during tough periods. Both friends agree on the importance of being there for one another emotionally.",DM,synthetic,0.55377614
"The actor gave an award-winning performance at the theater. What a show, look! I can’t believe how talented you are. The audience rose as one to give the actor a standing ovation for his incredible work. ",INTJ,synthetic,0.6546569
"The nurse found the patient not taking medication on schedule.Look, keep track of your doses to ensure they are taken at correct times.The patient's health steadily improved with better management of symptoms.",DIR,synthetic,0.520419
"The teacher faced challenges when trying to connect with disengaged students.Look, let’s find ways to engage them through interactive lectures, debates, or hands-on activities — it will make learning more enjoyable for everyone.With this new approach, she noticed a significant increase in participation and enthusiasm among the students.",DM,synthetic,0.54707015
"A colleague is seeking advice about negotiating salary during a job interview. It’s look, researching industry standards and articulating your value can help you make a compelling case. The team member prepares a list of questions to ask the potential employer about compensation.",DM,synthetic,0.57042766
"A group of friends went on a road trip across the country. Here we go, look! We're about to have an adventure of a lifetime. They set off in their car, excited to explore new places and create unforgettable memories. ",INTJ,synthetic,0.6301142
